#漢字	音標	解釋
廢	∅uiː5	
肺	∅uiː5	
費	∅uiː5	
陪	puiː2	
賠	puiː2	
培	puiː2	
裴	puiː2	
倍	puiː4	
背	puiː6	~诵
揹	puiː6	~诵
吠	puiː6	
胚	pʰuiː1	
坯	pʰuiː1	
配	pʰuiː5	
佩	pʰuiː5	
沛	pʰuiː5	
杯	ɓuiː1	
盃	ɓuiː1	
背	ɓuiː5	后~
揹	ɓuiː5	后~
貝	ɓuiː5	
輩	ɓuiː5	
梅	muiː2	
煤	muiː2	
黴	muiː2	
枚	muiː2	
媒	muiː2	
酶	muiː2	
玫	muiː2	
莓	muiː2	
每	muiː4	
妹	muiː6	
昧	muiː6	
雖	fuiː1	
隨	fuiː2	
隋	fuiː2	
髓	fuiː3	
翠	fuiː3	
粹	fuiː3	
罪	fuiː4	
歲	fuiː5	
碎	fuiː5	
遂	fuiː6	
綏	fuiː6	
隧	fuiː6	
穗	fuiː6	
嘴	tuiː3	
最	tuiː5	
醉	tuiː5	
隊	tuiː6	
兌	tuiː6	
推	tʰuiː1	
催	tʰuiː1	
□	tʰuiː1	被水冲走
腿	tʰuiː3	
退	tʰuiː5	
脆	tʰuiː5	
蛻	tʰuiː5	
褪	tʰuiː5	
堆	ɗuiː1	
對	ɗuiː5	
碓	ɗuiː5	
□	nuiː3	掐
□	nuiː5	植物蔫了
內	nuiː6	
□	luiː1	一道，一行
雷	luiː2	
儡	luiː4	
磊	luiː4	
累	luiː4	
壘	luiː4	
垒	luiː4	
類	luiː4	
累	luiː6	
淚	luiː6	
追	tsuiː1	
錐	tsuiː1	
綴	tsuiː5	
贅	tsuiː6	
墜	tsuiː6	
吹	tsʰuiː1	
炊	tsʰuiː1	
衰	suiː1	
誰	suiː2	
捶	suiː2	
錘	suiː2	
垂	suiː2	
槌	suiː2	
水	suiː3	
稅	suiː5	
睡	suiː6	
瑞	suiː6	
帥	suiː6	
□	kuiː6	累
盔	kʰuiː1	
魁	kʰuiː1	
外	ŋuiː6	
灰	∅uiː1	
恢	∅uiː1	
徽	∅uiː1	
煨	∅uiː1	
回	∅uiː2	
迴	∅uiː2	
茴	∅uiː2	
悔	∅uiː3	
賄	∅uiː3	
會	∅uiː4	~不~
晦	∅uiː5	
匯	∅uiː6	
彙	∅uiː6	
會	∅uiː6	~计
繪	∅uiː6	
乳	ȵiuːi4	
