#漢字	音標	解釋
躍	jɔk7	跳～，大～进
光	kɔŋ1	阳～，～明
廣	kɔŋ3	推～；～东（地名）
桄	vɐn1	桌椅等腿间的横木
郭	kɔk7	姓，～靖
曠	kʰɔŋ3	空～，～课
廓	kɔk7	轮～
擴	kʰɔŋ5	～充，～大
荒	fɔŋ1	开～，～唐
慌	fɔŋ1	～张，心～
謊	fɔŋ1	说～
霍	fɔk7	姓；～乱
藿	fɔk7	～香（中药）
黃	vɔŋ2	姓；～色
簧	vɔŋ2	弹～
皇	vɔŋ2	～帝
蝗	vɔŋ2	～虫
凰	vɔŋ2	凤～
晃	fɔŋ3	摇～，～动
晃	fɔŋ3	～光
鑊	vɔk8a	锅
汪	vɔŋ5	姓，～洋
方	fɔŋ1	地～，大～
肪	fɔŋ1	脂～
倣	fɔŋ3	～效
放	fɔŋ5	解～，～心[文]
放	fɔŋ5	～手[白]
芳	fɔŋ1	～香
妨	fɔŋ2	～碍
紡	fɔŋ3	～织
仿	fɔŋ3	～照，相～
彷	fɔŋ3	～佛
訪	fɔŋ3	采～，～问
房	fɔŋ2	～间
房	fɔŋ2	姓，～玄龄
防	fɔŋ2	～止，国～
亡	mɔŋ2	死～
芒	mɔŋ1	～果
芒	mɔŋ1	～花草（可制扫帚）
網	mian3	鱼～，～络
忘	mɔŋ2	～记，遗～[文]
忘	mɔŋ2	～记，遗～[白]
忘	mɔŋ2	添～（忘记）[白]
妄	mɔŋ2	狂～，痴心～想
望	mɔŋ3	失～
縛	fɔk8a	束～
匡	kʰɔŋ1	～扶正义；赵～胤（人名）
筐	kʰɔŋ1	箩～，两～[文]
筐	kʰɔŋ1	两～[白]
眶	kʰɔŋ1	眼眶
狂	kʰɔŋ2	发～
況	kʰɔŋ5	情～，～且
枉	vɔŋ3	冤～
王	vɔŋ2	姓；大～
往	vɔŋ1	来～，～日
旺	vɔŋ3	兴～
邦	pɔŋ1	～国；刘～（人名）
綁	pɔŋ3	捆～
剝	pɔk7	～削，～皮
駁	pɔk7	反～
胖	pʰan3	～子，肥～
樸	pʰɔk7	～素
龐	pʰɔŋ2	～大；姓，～太师
棒	pʊŋ3	棍～，～打鸳鸯
蚌	fʊŋ1	～埠（地名）
蚌	fʊŋ1	～壳
雹	pʰau5	冰～
樁	tsʰɔŋ1	打～
桌	tsʰɔk7	书～
卓	tsʰɔk7	～越；姓，～别林
琢	tiœt7	～磨，雕～
啄	tiœt7	～木鸟，鸡～米
撞	tsʰɔŋ3	～人
濁	tsʰɔk8a	浑～
捉	tsɔk7	捕～，～棋（下棋）
窗	tsʰɔŋ1	门～，～帘
鐲	tsʰɔk7	手～
雙	ɬʊŋ1	一～鞋
朔	ɬɔk7	每月初一，～望
江	kɔŋ1	长～，～湖
扛	kɔŋ1	肩扛，双手抬
講	kɔŋ3	～话
港	kɔŋ3	～口；香～（地名）
降	kɔŋ5	下～，～低
□	kʊŋ1	彩虹
覺	kʰiœt7	～得，知～
角	kɔk7	牛～，～色
餃	kau3	饺子，水～
腔	kʰiœn1	口～
確	kʰɔk7	～定，的～
殼	hɔk7	贝～
嶽	ŋɔk8a	五～
岳	ŋɔk8a	姓，～飞
樂	ŋɔk8a	音～
降	kɔŋ5	投～
項	hɔŋ3	～链；姓，～羽
巷	kɔŋ3	巷子，两条～
學	hɔk8a	数～，～习
握	ʔæp7	～手，把～
崩	tɐn1	*倒塌，山～，～溃
朋	pʰɐn2	～友
墨	mɐt8a	～水
默	mɐt8a	沉～，～写
登	tɐn1	～山，攀～
燈	tɐn1	～光
等	tɐt7	～人，高～
凳	tɐn5	凳子
得	tɐt7	获～，～意
德	tɐt7	品～；～国（国名）
騰	tʰɐn2	奔～
藤	tʰɐn2	～椅
疼	tʰʊŋ5	疼痛
鄧	tʰɐn3	姓，～小平
特	tʰɐt8a	～别
能	nɐn2	才～，～够
肋	hiɛt8a	～骨
勒	lɐt8a	～索
曾	tsɐn1	姓
增	tsɐn1	～加
憎	tsɐn1	～恨
則	tsɐt7	否～，规～
蹭	tsɐn1	磨～
曾	tsʰɐn2	～经
層	tsʰɐn2	～次
贈	tsʰɐn3	～送
賊	tsʰɐt8a	做～
僧	tsɐn1	唐～，沙～
僧	tsɐn1	～人
塞	ɬɐt7	堵～，～车
肯	hɐn3	～定，中～[文]
肯	hɐn3	愿意，～去[白]
刻	kʰiɛt7	时～ ，～画[文]
刻	kʰiɛt7	～字[白]
克	kʰiɛt7	～服，攻～
黑	hɐt7	～白
恆	hɐn2	～心，永～
冰	pɐn1	结～，～箱
憑	pʰɐn2	文～，～借[文]
憑	pʰɐn2	倚靠，～墙[白]
匿	nɔk8a	～名信
陵	lɐn2	中山～
淩	lɐn2	冰淇～，壮志～云
菱	lɐn2	～角
力	lɐt8a	大～，～量
卽	tsɐt7	～时，立～
鯽	tsɐt7	～鱼
息	ɬɐt7	休～[文]
息	ɬɐt7	子息，孙～[白]
熄	ɬɐt7	～火
媳	ɬɐt7	～妇，婆～
徵	tsɐn1	～求
澄	kʰian2	～清[文]
澄	kʰian2	水浑，澄一澄[白]
澄	kʰian2	～海（地名）[白]
懲	tsɐn1	～罚，严～
橙	tsʰɐn2	橙子
瞪	tɐn1	瞪眼，目～口呆[文]
瞪	tɐn1	瞪眼[白]
直	tsʰɐt8a	～接
値	tsʰɐt8a	价～，～日
側	tsɐt7	～面
測	tsʰɐt7	～量，观～
色	ɬɐt7	颜～，～彩
嗇	ɬɐt8a	吝啬
蒸	tsɐn1	清～，～发
拯	sɐn2	～救；包～（人名）
證	tsɐn5	～明
症	tsɐn5	～状
織	tsɐt7	纺～，～布
職	tsɐt7	～位，称～
稱	tsʰɐn5	～心如意，对～
稱	tsʰɐn1	～呼
秤	tsʰɐn5	用以称物，～砣
乘	sɐn2	～机，～车
乘	sɐn2	加减乘除
繩	sɐn2	～之以法
剩	sɐn3	～下，～余
食	sɐt8a	粮～；吃
蝕	sɐt8a	腐～
升	sɐn1	～级
勝	sɐn5	～任
勝	sɐn5	～利，战～
識	sɐt7	相～，～字
式	sɐt7	～样，公～
飾	ɬɐt7	装～
承	sɐn2	～担，继～
丞	sɐn2	～相
殖	tsʰɐt8a	繁～
植	tsʰɐt8a	～物
仍	lɐn2	～然
極	kʰɐt8a	南～
凝	ȵi2	～聚，～结
凝	kʰian2	凝固，～油[训]
凝	kiɛt7	冰霜，霜～[训]
興	hɐn1	～旺；绍～（地名）
興	hɐn5	高～，～趣[文]
興	hɐn5	高兴[白]
應	jɐn1	～当，～该
應	jɐn5	～用，响～
鷹	jɐn1	老～
憶	jɐt8a	回～
億	jɐt8a	十～
抑	jɐt8a	～制，压～
蠅	jɐn2	乌～（苍蝇）
孕	jɐn3	怀～，～妇
翼	jɐt8a	鸡～，机～
國	vɔk7	～家，中～
弘	hian2	～扬
或	fɐt8a	～者
惑	vɐt8a	迷～
域	fɐt8a	领～，地～
百	pɐt7	～姓
柏	pɐt7	松～，～树；～林（地名）
伯	pɐt7	大～
迫	pʰɐt7	压～，～害[训]
烹	pʰɐn1	～调
拍	pʰɐt7	～片，～球
珀	pʰɐt7	琥～
魄	pʰɐt7	魂～，气～
彭	pʰɐn2	姓，～德怀
膨	pʰɐn2	～胀
白	pʰɐt8a	～色
盲	mɐn2	文～，～目
虻	mɐn1	牛～
猛	mɐn1	～烈，凶～
孟	mɐn3	姓，～姜女
陌	pɐt7	～生人
打	ta3	～针
冷	lɐn1	～热，～清
撐	tsʰɐn5	支～，～开
拆	tsʰɐt7	～开
澤	tsʰɐt8a	毛～东（人名）
擇	tsʰɐt8a	选～[文]
擇	kan3	～菜[白]
宅	tsʰɐt8a	住～
窄	tsa5	狭～
生	ɬɐn1	学～，～活[文]
生	ɬɐn1	与“死”相对[白]
牲	ɬɐn1	牺～[文]
牲	ɬɐn1	头～[白]
甥	ɬɐn1	外～
省	ɬɐn3	～长，节～[文]
省	han1	节省，～钱[白]
更	keŋ1	～换，～衣
更	keŋ1	五～
庚	keŋ1	天干，庚辛壬癸
羹	keŋ1	调～；米糊
哽	kʰeŋ3	哽住，骨头～到
梗	keŋ3	心肌～塞[文]
梗	kʷeŋ3	茎，菜～[白]
更	keŋ5	～加
格	kɐt7	～式；还珠～～[文]
格	kɐt7	空～，三～[白]
坑	heŋ1	水～，～沟
客	hɐt7	请～
硬	ŋɐn3	软～
額	ŋɐt7	名～
亨	hɐn1	～通；～特（人名）
赫	hɐt7	～～有名，显～
嚇	hɐt7	～一跳
行	heŋ2	～为；行走
衡	veŋ2	～量，平～
杏	kʰeŋ5	～仁
行	heŋ2	品～
浜	pɔŋ1	沙家～
擘	miɛt7	用手分开，～开
棚	pʰeŋ2	楼～，瓜～
萌	mɐn2	～芽
氓	mɔŋ2	流～
麥	mɐt8a	小～，～芽糖
脈	mɐt7	～搏，把～
摘	tsɐt7	～菜
爭	tsɐn1	～取，斗～[文]
爭	tsɐn1	相～，～唔多（差不多）[白]
箏	tsɐn1	风～
睜	tsɐn1	～眼
責	tsɐt7	～任，负～
策	tsʰɐt7	～划，政～
冊	tsʰɐt7	两～，～封
耕	keŋ1	～田
耿	keŋ3	忠心～～；姓，～精忠
革	kɐt7	～命，改～
隔	kɐt7	～壁
莖	keŋ1	根；莲～
幸	heŋ3	荣～，～福
鶯	ʔeŋ1	黄～，夜～
鸚	jɐn1	～鹉
櫻	jɐn1	～桃
扼	ʔɐp7	～杀，～制
軛	ʔɐp7	牛～（牛耕田时套的人字形工具）
兵	pɐn1	当～
丙	pian3	天干，甲乙丙丁
秉	pɐn3	～持，～公办事
柄	pian5	刀～，把～
碧	piɛt7	～玉，～绿
平	pʰɐn2	和～，～时[文]
平	pʰian2	～头，～地[白]
坪	pʰɐn2	草～
評	pʰɐn2	批～，～论
病	pʰian3	～人
鳴	mɐn2	～叫
明	mɐn2	～白，清～[文]
明	mɐn2	清～[白]
盟	mɐn2	同～，～友
皿	mɐn3	器～
命	mian3	～令[文]
命	mian3	～运，算～[白]
京	kɐn1	北～，～剧
荊	kɐn1	～州（地名）[文]
荊	kɐn1	布～子（中药）[白]
驚	kian1	害怕；～蛰
境	keŋ3	环～，～界
景	keŋ3	～色，风～
警	kɐn3	～察，报～
敬	kɐn5	尊～，～酒
竟	kɐn3	～然
鏡	kian5	镜子
卿	hɐn1	～家；人名用字
慶	kʰɐn5	～祝
擎	kɐn5	举起，～旗
鯨	kɐn1	～鱼
競	kɐn3	～争，～赛
劇	kʰiɛt8a	～烈，京～[文]
劇	kʰiɛt8a	快[白]
屐	kʰiɛt8a	木～
迎	ȵɐn2	～接，欢～
逆	mɐt8a	～风
英	jɐn1	～雄；～国（国名）
影	jɐn3	电～
映	jɐn3	反～
餠	pian3	～干
倂	pɐn5	合～
璧	piɛt7	美玉，珠联～合
聘	pʰɐn5	～请，特～
僻	pʰɐt7	偏～，～静
闢	pʰɐt7	开～，复～
名	mian2	姓～
領	lian1	～导，衫～（衣领）
嶺	lian1	～南[文]
嶺	lian1	～岗[白]
令	lɐn3	命～，口～
精	tsɐn1	～神
晶	tsɐn1	水～
睛	tsɐn1	眼～
井	tsian3	～水，～～有条
積	tsɐt7	～极，累～
跡	tsiɛt7	～象，痕～[文]
跡	tsiɛt7	脚～，油～[白]
脊	tsiɛt7	～椎，背～
淸	tsʰɐn1	～楚，～水[文]
淸	tsʰɐn1	～明[白]
請	tsʰian3	～人，邀～
情	tsʰɐn2	感～，～节[文]
情	tsʰɐn2	亲～（亲戚）[白]
晴	tsʰian2	天～
靜	tsʰɐn3	安～
靖	tsʰɐn3	李～（人名）
淨	tsʰian3	干～
籍	tsʰɐt8a	祖～，～贯
藉	tsʰɐt8a	狼～
省	ɬɐn3	反～
性	ɬɐn5	～别，天～
姓	ɬian5	～名
惜	tʰʊŋ5	疼爱[白]
惜	ɬɐt7	可～，珍～[文]
昔	ɬɐt7	～日，今～
席	tsʰiɛt8a	酒～，主～
蓆	tsʰiɛt8a	草～
夕	ɬɐt7	～阳
貞	tsɐn1	～节
偵	tsɐn1	～察，刑～
逞	tsʰɐn2	～能，得～
呈	tsʰɐn2	～现，辞～
程	tsʰɐn2	～度，路～[文]
程	tsʰɐn2	姓[白]
鄭	tsʰɐn3	～重；姓
正	tsɐn1	～月
征	tsɐn1	长～，特～
整	tsɐn3	～体，完～[文]
整	tsɐn3	修理，～车[白]
正	tsɐn5	立～，～直[文]
正	tsɐn5	～好，～来[白]
政	tsɐn5	行～，～治
隻	tsɐt7	两～
炙	tsɐt7	烤火，～火
赤	tsʰɐt7	～色，～脚
斥	tsʰɐt7	排～，～责
尺	tsʰɐt7	～寸
射	sa5	～箭，发～
聲	sɐn1	～音，笑～
聖	sɐn5	神～，～水
適	ɬɐt7	～应，合～
釋	ɬɐt7	解～
成	sɐn2	～功，完～[文]
成	tsʰɐn2	两～[白]
成	sɐn2	事成，做～[白]
城	sɐn2	～市，县～
誠	tsʰɐn2	真～，～实
盛	sɐn5	兴～，茂～
石	sɐt8a	～头，～榴
頸	kian3	脖子
輕	kʰian1	年～，～松[文]
輕	kʰian1	不重；年～，～松[白]
嬰	jɐn1	～儿
纓	jɐn1	红～枪
益	jɐt7	得～，有～
盈	jɐn2	～利，～亏
贏	jɐn2	～输
亦	jɐt8a	～可以
譯	jɐt8a	翻～
易	jɐt8a	交～，贸～
液	jɐt8a	～体，输～
腋	hiɛt7	～下
壁	piɛt7	墙～
拼	pʰɐn5	～音
劈	pʰiɛt7	～开，用刀～，雷～
霹	pʰɐt7	～雳舞
甁	pʰɐn2	热水～
屛	pʰɐn5	～风，～障
萍	pʰɐn2	薸[训]
萍	pʰɐn2	～水相逢；人名用字
並	pɐn5	～且，～排
銘	mian2	～文，～刻
丁	tɐn1	天干；姓
釘	tɐn1	铁～[名]
頂	ta3	山～[白]
頂	tɐn3	～唔得（顶不住）[文]
鼎	ta3	～盛
釘	tɐn1	～铁钉[动]
訂	tan5	预～，～房间
的	tɐt7	目～，～确
滴	tɐt7	～水，两～
嫡	tɐt7	～系，～亲，～子
聽	tʰɐn1	～话
廳	tʰɐn1	客～，～长
汀	tɐn1	长～，～江（地名）
聽	tʰɐn1	听任，～佢（随他）
踢	tʰɐt7	～球
剔	tʰɐt7	挑～
亭	tʰɐn2	凉～
停	tʰɐn2	～止
廷	tʰɐn2	朝～
庭	tʰɐn2	家～，～院
蜓	tʰɐn2	蜻～
艇	tʰɐn2	快～，潜～
挺	tʰeŋ2	坚～，叶～[文]
挺	tʰeŋ2	～起来[白]
定	tʰɐn3	稳～；永～（地名）
笛	tʰɐt8a	笛子
敵	tʰɐt8a	～人
狄	tʰɐt8a	姓，～青
糴	tʰɐt8a	～米（买米）
寧	nɐn2	安～；～波（地名）
寧	nɐn2	～可
靈	lɐn2	～活
零	lɐn2	十～个，～头
鈴	lɐn2	～声，风～
伶	lɐn2	聪明～俐[文]
伶	lɐn2	～俐（干净）[白]
羽	ji3	～毛，顶上花～
另	lɐn3	～外
歷	lɐt8a	～史，经～
曆	lɐt8a	日～，～书
績	tsɐt7	成～
靑	tsʰian1	～色，～年
蜻	tsʰian1	～蜓
戚	tsʰɐt7	亲～；姓，～继光
寂	ɬʊk7	～寞
星	ɬɐn1	火～，～～[文]
星	ɬɐn1	～夜[白]
腥	ɬɐn1	～味[文]
腥	ɬɐn1	菜腥味，臭～[白]
腥	ɬɐn1	～味，臭镬～[白]
猩	ɬɐn1	大～～
醒	ɬian3	清～，～过来
錫	ɬiɛt7	～纸；无～（地名）
析	ɬɐt7	分～[文]
析	ɬɐt7	量词，一～（一片）[白]
經	kɐn1	念～，～济[文]
徑	kɐn5	半～
經	kɐn1	～纬，～线[文]
經	kɐn1	～丝（蜘蛛织网）[白]
擊	kɐt7	～中，打～
激	kɐt7	～动
馨	hɐn1	温～
形	hɐn2	～状，地～
型	hɐn2	～号，类～
刑	hɐn2	判～，～法
礦	kʰɔŋ5	煤～，～工
橫	vɐn2	～直
橫	vɐn2	蛮～[文]
轟	kʷɐn1	～炸
宏	fʊŋ2	～大
獲	fɐt8a	收～
獲	vɐt8a	～奖
劃	vɐt8a	计～，～线
兄	hʊŋ1	～弟
榮	jʊŋ2	光～，～誉
永	jɐn3	～远
泳	jɐn3	游～
詠	jun3	歌～
傾	kʰɐn1	～向，左～
頃	kʰɐn3	千～，～刻
瓊	kʰɐn2	～楼；人名用字
營	jɐn2	国～，～养[文]
營	jɐn2	～长[白]
穎	kʰɐn3	新～；邓～超（人名）
疫	jɐt8a	～苗，防～站
役	jɐt8a	战～
螢	jʊŋ2	～火虫
卜	pʊk7	占～；姓
卜	pʰɐt8a	萝～
撲	pʰɔk7	反～，～灭
仆	pʰɔk7	倒下
篷	pʰʊŋ2	帐～
蓬	pʰʊŋ2	～勃；～莱（地名）
僕	pʊk7	奴～，～人
曝	pʰau3	～光，一～十寒
瀑	pʰau3	～布
蒙	mʊŋ2	～蔽，天～～，～古（地名）
懵	mʊŋ3	～懂
木	mʊk7	～工
東	tʊŋ1	东南西北
董	tʊŋ3	古～；姓，～存瑞
懂	tʊŋ3	懵～，唔懂（不懂）
凍	tʊŋ5	冰～，～伤
棟	tʊŋ5	～梁；两～
通	tʰʊŋ1	～过，～风，打～
桶	tʰʊŋ3	水～
捅	tʰʊŋ3	～破
痛	tʰʊŋ5	～苦
禿	tʰɔk7	～头
同	tʰʊŋ2	相～，～学
銅	tʰʊŋ2	金银～铁
桐	tʰʊŋ2	～油，梧～
筒	tʰʊŋ2	电～，话～
童	tʰʊŋ2	～年，儿～
瞳	tʰʊŋ2	～孔
動	tʰʊŋ3	～作[文]
動	ȵʊk8a	～来～去[白]
洞	tʰʊŋ3	山～，～察
獨	tʰʊk8a	单～，～立
讀	tʰʊk8a	～书，阅～
籠	lʊŋ2	鸟～，～罩
聾	lʊŋ1	耳～
攏	lʊŋ3	靠～，～总（一共）
弄	lʊŋ3	玩～
鹿	lʊk8a	～角，梅花～
椶	tsʊŋ1	～树，～色
鬃	tsʊŋ1	马～，猪～
總	tsʊŋ3	～共，汇～
糉	tsʊŋ5	粽子
聰	tsʰʊŋ1	～明
蔥	tsʰʊŋ1	
囪	tsʰʊŋ1	烟～
叢	tsʰʊŋ2	草～，～书
族	tsʰʊk8a	～长，民～
送	ɬʊŋ5	～人
速	tsʰʊk7	～度
公	kʊŋ1	～安，办～
蚣	kʊŋ1	蜈～
工	kʊŋ1	～人，打～
功	kʊŋ1	～夫，成～
攻	kʊŋ1	～击，进～
貢	kʊŋ5	～献
穀	kʊk7	五～
谷	kʊk7	山～
空	kʰʊŋ1	～虚，天～
空	kʰʊŋ1	～缺
孔	kʰʊŋ3	钻～；姓，～子
控	kʰʊŋ5	～制
哭	kʰʊk7	～泣
烘	hʊŋ5	～干
哄	hʊŋ3	～骗
紅	fʊŋ2	～色
洪	fʊŋ2	～水；姓，～秀全
鴻	fʊŋ2	大展～图
汞	kʊŋ5	水银，～柱
斛	fʊk8a	石～（中药）
翁	jʊŋ1	白头～；姓
甕	ʔɐn1	小口大肚陶器
屋	ʔʊk7	老～
冬	tʊŋ1	过～，～节（冬至）
篤	tʊk7	～信，～定
督	tʊk7	～促，监～
統	tʰʊŋ3	～一，总～
毒	tʰʊk8a	中～，～药
農	nʊŋ2	～村
膿	nʊŋ2	化～
宗	tsʊŋ1	祖～，～教
綜	tsʊŋ1	～合；织布机上的综
鬆	ɬʊŋ1	轻～，放～
宋	ɬʊŋ5	～朝；姓，～美龄
酷	kʰu5	残～
沃	ʔɔ5	肥～
風	fʊŋ1	大～，～气
楓	fʊŋ1	～树，～叶
瘋	fʊŋ1	～狂
諷	fʊŋ5	～刺
福	fʊk7	～气，享～
幅	fʊk7	一～画，～度
蝠	fʊk7	蝙～
輻	fʊk7	～射
複	fʊk7	重～，～印，～写纸
腹	fʊk7	心～，收～
豐	fʊŋ1	～收
覆	fʊk7	～盖[文]
覆	pʰʊk7	倒扣，碗倒扣在桌面[白]
馮	fʊŋ2	姓
鳳	fʊŋ3	～凰
服	fʊk8a	～务
伏	fʊk8a	三～，起～[文]
伏	pʰʊk8a	趴，在桌子上趴着睡[白]
袱	fʊk8a	包～
復	fʊk7	恢～，～原，报～
夢	mʊŋ3	发～
目	mʊk7	～的；节～
穆	mʊk7	姓，～桂英
牧	mʊk8a	放～，畜～局
隆	lʊŋ2	兴～，～重
六	lʊk7	数字
陸	lʊk8a	大～，～续
嵩	ɬʊŋ2	～山；严～（人名）
肅	ɬʊk7	严～
宿	ɬʊk7	～舍，住～
中	tsʊŋ1	～间，～秋[文]
中	tsʊŋ1	～央；头顶物，～头帕[白]
忠	tsʊŋ1	～心
中	tsʊŋ5	射～，～状元
竹	tsʊk7	～叶
築	tsʰʊk7	建～
畜	tsʰʊk7	牲～，～牲
蟲	tsʰʊŋ2	害～
仲	tsʰʊŋ3	伯～叔；杜～（中药）
逐	tsʰʊk8a	～渐，驱～
軸	tsʰʊk8a	压～，～承
崇	ɬʊŋ2	～高，推～
縮	ɬʊk7	压～，～小
終	tsʊŋ1	～于，始～
眾	tsʊŋ5	群～
祝	tsʊk7	～贺，庆～
粥	tsʊk7	煮～
充	tsʰʊŋ1	～分，冒～
銃	tʰʊŋ3	打鸟的土枪，放～
叔	sʊk7	二～，～～
熟	sʊk8a	煮～，～悉
淑	ɬʊk7	～女，贤～
戎	jʊŋ2	～马生涯
絨	jʊŋ2	灯芯～，～毛
肉	ȵʊk7	猪～
弓	kʊŋ1	～箭
躬	kʊŋ1	鞠～
宮	kʊŋ1	～殿，大闹天～
菊	kʊk7	～花
麴	kʰʊk7	酒～
窮	kʰʊŋ2	～人，无～
畜	tsʰʊk7	～牧局
蓄	tsʰʊk7	储～，～水
郁	vɐt7	抑～；～金香；姓
熊	sʊŋ2	～猫
雄	sʊŋ2	英～
融	jʊŋ2	～化；孔～（人名）
育	jʊk7	教～
封	fʊŋ1	密～
峯	fʊŋ1	山～
蜂	fʊŋ1	蜜～
鋒	fʊŋ1	～利；雷～（人名）
捧	pʊŋ3	吹～
逢	fʊŋ2	相～，～年过节[文]
逢	pʰʊŋ5	～到（遇到）[白]
縫	fʊŋ2	裁～
奉	fʊŋ3	～献，～承
俸	sʊŋ3	～禄，薪～
縫	fʊŋ2	一条～，裂线～
濃	nʊŋ2	～厚[文]
濃	jʊŋ2	～淡；稠密[白]
龍	lʊŋ2	～头
壟	lʊŋ3	～断
綠	lʊk8a	～色
錄	lʊk8a	记～，～取
蹤	tsʊŋ1	失～，～影
縱	tsʰʊŋ2	～横，放～
足	tsʊk7	～球，满～
從	tsʰʊŋ2	～容
促	tsʰʊk7	督～，～进
從	tsʰʊŋ2	跟～，～来
慫	tsʰʊŋ2	～恿
粟	ɬʊk7	包～，～米，～子粄
松	tsʰʊŋ2	～树
誦	tsʰʊŋ3	背～
頌	tsʰʊŋ3	歌～
訟	tsʰʊŋ3	诉～
俗	ɬʊk8a	风～
續	tsʰʊk8a	继～，～集
寵	hʊŋ2	～爱，得～
重	tsʰʊŋ2	～复
重	tsʰʊŋ3	～量[文]
重	tsʰʊŋ1	轻～[白]
鐘	tsʊŋ1	两点～，闹～
盅	tsʊŋ1	酒～，两～酒
種	tsʊŋ3	～类，树～[名，量]
種	tsʊŋ5	～田[动]
腫	tsʊŋ3	～起来，水～
燭	tsʊk7	蜡～
囑	tsʊk7	遗～，～托
衝	tsʰʊŋ1	～锋枪
觸	tsʰʊk8a	接～，～犯
贖	sʊk8a	～罪
舂	tsʊŋ1	～米
束	tsʰʊk7	结～
蜀	tsʊk7	四川简称，乐不思～
屬	sʊk8a	～于，家～
茸	jʊŋ2	鹿～
辱	jʊk8a	污～
褥	jʊk8a	垫被，褥子
恭	kʊŋ1	～敬
供	kʊŋ1	提～，～应
拱	kʊŋ3	～手，～桥
鞏	kʊŋ3	～固
供	kʊŋ5	～细人（生小孩）
恐	kʰʊŋ3	～怖
曲	kʰʊk7	歌～，～折
共	kʰʊŋ3	一～，～同
局	kʰʊk8a	～部，公安～
玉	ȵʊk8a	白～
獄	ȵʊk8a	监～
胸	hʊŋ1	心～
凶	hʊŋ1	吉～
兇	hʊŋ1	～恶
雍	jʊŋ1	～正皇帝
擁	jʊŋ5	～护
容	jʊŋ2	～易，宽～
蓉	jʊŋ2	芙～
鎔	jʊŋ2	朱～基（人名）
庸	jʊŋ1	平～，～俗
勇	jʊŋ3	～敢
湧	jʊŋ5	～现，洶～
用	jʊŋ3	～处
用	jʊŋ3	有～
欲	jʊk8a	～速则不达
慾	jʊk8a	～望，贪～
浴	jʊk8a	沐～露[文]
浴	jʊk8a	～堂（浴室）[白]
屙	ʔɔ1	排泄，～尿，～屎
播	ʔɔ5	广～，～种
墅	si3	别～
沸	fɐt8a	沸腾
竂	liau2	茅～，鸡～
煞	ɬæk7	凶神恶～
健	kʰian3	～康
癲	tian1	～鬼
櫼	tsian1	塞，挤
逩	pɐn1	投～
詢	ɬun2	咨～，～问
圳	tsɐn5	深～；田中小沟
踭	tsɐn1	脚后跟，脚～
坼	tsʰɐt7	裂开，爆～
戟	kɐt7	巴～（中药，鸡肠风）
崠	tʊŋ5	山～（山脊），屋～（屋脊）
嫲	ma2	雌性
脢	mɔi2	背～（背部），～肉（背脊肉）
髀	pi3	大～（大腿）
褸	lɐi1	大～
竇	tɐi5	鸟～
竇	tɐi5	鼻～炎；姓
腩	nam1	肚～
腍	nem2	绵软
桁	hɔŋ2	檩子，承重的横木
斫	kʰem5	砍，～树
簕	lɐt7	刺
罌	ʔɐn1	小口大肚的瓶子
□	kʷai3	扔弃
壢	lɐt8a	地～（旱地）
瀝	lɐt8a	坑
焗	kʊk8a	盐～鸡
□	lau1	搅拌，～水
□	næk7	烫，～人
唔	ʔm̍2	不
啱	ŋem1	合适，恰巧
嫽	liau3	玩耍
噍	ŋau1	嚼
擸	lɐt8a	叠起（散乱的碗）[动]；一～碗[量]
浼	man3	体垢
頦	kɔi1	脖子前面部分，大～
猋	piau1	跳，快走
縈	jɐn1	～线（绕线）
涿	tiœt7	淋雨
罅	lia5	缝，手指～
惶	kʰɔŋ2	害怕
跔	kɐi2	蹲；腿蜷曲
癐	kʰi3	累，疲乏
窿	lʊŋ1	穿～（破洞）
窿	tʰʊŋ3	涵～（涵洞）
餸	ɬʊŋ5	菜肴
轆	lʊk8a	轮子
掟	tɐn1	丢，扔
靚	lian5	漂亮
□	ŋɐn5	欺骗
搵	vɐn3	找，寻找；挣（钱）
融	jʊŋ2	融化
奀	ŋɐn1	瘦小
諗	nɐi3	思考
梘	kan3	肥皂
慳	han2	节俭
踎	kɐi2	蹲
孖	ma1	双
乸	ma2	雌性
嘢	ȵa1	东西
□	pɛ1	麦克风
攞	lɔ1	拿，取
屋	ʔʊk7	房子
儂	nʊŋ5	儿子
煲	pɔ1	
蠔	ʔɔ3	海蛎
睇	tʰiɛt7	看
冚	kʰian3	盖住
個	kai5	～别
□	pʰau5	水波
□	lɔŋ9	磨谷[動]
朶	tɔ3	花～
唾	sui9	～液
剁	tɔ1	～碎
抓	ȵa1	～脉[白讀]
碼	hɔ3	大～
□	tsʰɐm1	叉腰
家	kʰua1	回家
禾	vɔ9	庄稼(白读)
卸	ɬia5	推～
□	jɐn5	遮挡[动]
蛙	kɛm1	青～
吐	tʰu5	呕～
㷮	tsau1	干～，～水（白读）
午	tsɔ5	中～（白读）
□	jɐt8a	蝴蝶（白读）
□	lɔ5	疏远，稀疏
竇	tɐi5	巢（白读）
監	kem5	～视，～督
中	tʊŋ1	头顶物，～头帕[白]
